Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
glutinosus_SG_Fresh	glutinosus	SG	Fresh	10	2229	2220	247	11.08120	1.99910	0.00090	0.00063	0.96254	0.01285	0.00240	0.06774	0.04523	0.00450	0.93226	0.04523	0.00450	0.04643	0.01770	0.00282	0.95357	0.01770	0.00282	0.06191	0.03147	0.00376	-0.00875	0.01507	0.00063
yonahlossee_SG_Blood	yonahlossee	SG	Blood	3	2212	2203	123	5.56058	2.69801	0.30225	0.01169	0.98214	0.00640	0.00170	0.03074	0.02147	0.00312	0.96926	0.02147	0.00312	0.02228	0.00891	0.00201	0.97772	0.00891	0.00201	0.02728	0.01349	0.00247	-0.00555	0.01157	0.01169
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	0	2227	2218	111	4.98428	1.31073	0.21427	0.00981	0.97979	0.00852	0.00196	0.03592	0.02993	0.00367	0.96408	0.02993	0.00367	0.02256	0.00989	0.00211	0.97744	0.00989	0.00211	0.03802	0.03028	0.00369	0.00314	0.00516	0.00981
glutinosus_SG_FFS	glutinosus	SG	FFS	5	1985	1978	235	11.83879	3.64786	3.71716	0.04327	0.96855	0.00985	0.00223	0.04596	0.02523	0.00356	0.95404	0.02523	0.00356	0.04124	0.01436	0.00269	0.95876	0.01436	0.00269	0.05199	0.02543	0.00358	0.01134	0.02057	0.04327
welleri_IGG_FFS	welleri	IGG	FFS	481	2204	2196	241	10.93466	4.07350	0.26514	0.01097	0.96912	0.01017	0.00215	0.05796	0.03777	0.00414	0.94204	0.03777	0.00414	0.03953	0.01424	0.00254	0.96047	0.01424	0.00254	0.04572	0.01931	0.00296	-0.02156	0.02002	0.01097
cinereus_IGG_FFS	cinereus	IGG	FFS	4	2194	2186	297	13.53692	5.76709	0.51709	0.01535	0.96986	0.00870	0.00199	0.05180	0.02691	0.00350	0.94820	0.02691	0.00350	0.04106	0.01328	0.00246	0.95894	0.01328	0.00246	0.04508	0.01604	0.00270	-0.01282	0.01734	0.01535
cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	2	2170	2161	131	6.03687	1.93226	0.06318	0.00540	0.97915	0.00766	0.00188	0.03802	0.02725	0.00354	0.96198	0.02725	0.00354	0.02552	0.01036	0.00219	0.97448	0.01036	0.00219	0.03479	0.01965	0.00301	-0.00484	0.00793	0.00540
cinereus_SG_FFS	cinereus	SG	FFS	42	2201	2194	262	11.90368	7.47660	3.10320	0.03755	0.97385	0.00794	0.00190	0.04599	0.02568	0.00342	0.95401	0.02568	0.00342	0.03507	0.01192	0.00233	0.96493	0.01192	0.00233	0.03781	0.01385	0.00251	-0.01621	0.01636	0.03755
cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	1	2222	2213	177	7.96580	3.71287	0.40199	0.01345	0.97596	0.00835	0.00194	0.04335	0.02845	0.00358	0.95665	0.02845	0.00358	0.03023	0.01157	0.00228	0.96977	0.01157	0.00228	0.03541	0.01603	0.00269	-0.01470	0.01344	0.01345
montanus_SG_Fresh	montanus	SG	Fresh	11	2229	2220	257	11.52983	2.99955	0.00045	0.00045	0.96643	0.01100	0.00222	0.06206	0.03928	0.00420	0.93794	0.03928	0.00420	0.04289	0.01530	0.00262	0.95711	0.01530	0.00262	0.05147	0.02203	0.00314	-0.01786	0.01694	0.00045
yonahlossee_SG_FFS	yonahlossee	SG	FFS	1	1203	1201	34	2.82627	1.71405	0.58871	0.02212	0.99023	0.00389	0.00180	0.01649	0.01242	0.00321	0.98351	0.01242	0.00321	0.01158	0.00487	0.00201	0.98842	0.00487	0.00201	0.01765	0.01270	0.00325	0.00162	0.00307	0.02212
montanus_IGG_Fresh	montanus	IGG	Fresh	5	2228	2219	191	8.57271	2.76212	0.19036	0.00924	0.97131	0.01031	0.00215	0.05019	0.03351	0.00388	0.94981	0.03351	0.00388	0.03513	0.01386	0.00249	0.96487	0.01386	0.00249	0.04295	0.02079	0.00305	-0.01232	0.01344	0.00924
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	3	2229	2220	143	6.41543	4.58816	0.25850	0.01077	0.98005	0.00727	0.00181	0.03668	0.02552	0.00338	0.96332	0.02552	0.00338	0.02456	0.00979	0.00210	0.97544	0.00979	0.00210	0.02768	0.01245	0.00236	-0.01675	0.01257	0.01077
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	2	2228	2219	115	5.16158	1.63689	0.23136	0.01019	0.97991	0.00821	0.00192	0.03838	0.03119	0.00374	0.96162	0.03119	0.00374	0.02295	0.00988	0.00211	0.97705	0.00988	0.00211	0.03434	0.02355	0.00325	-0.00606	0.00569	0.01019
glutinosus_SG_Blood	glutinosus	SG	Blood	4	2227	2218	266	11.94432	1.98024	0.01938	0.00295	0.96116	0.01270	0.00239	0.06376	0.03883	0.00418	0.93624	0.03883	0.00418	0.04928	0.01831	0.00287	0.95072	0.01831	0.00287	0.06601	0.03300	0.00385	0.00337	0.01919	0.00295
montanus_SG_FFS	montanus	SG	FFS	3	2213	2204	189	8.54044	4.64166	1.94884	0.02968	0.97796	0.00696	0.00177	0.03908	0.02317	0.00324	0.96092	0.02317	0.00324	0.02920	0.01052	0.00218	0.97080	0.01052	0.00218	0.03332	0.01399	0.00251	-0.01113	0.01265	0.02968
montanus_IGG_FFS	montanus	IGG	FFS	8	2114	2106	183	8.65658	2.95506	0.95728	0.02128	0.97316	0.00921	0.00209	0.04983	0.03333	0.00397	0.95017	0.03333	0.00397	0.03384	0.01297	0.00248	0.96616	0.01297	0.00248	0.04208	0.02108	0.00316	-0.01366	0.01251	0.02128
cinereus_IGG_Blood	cinereus	IGG	Blood	4	2209	2203	236	10.68357	3.75238	1.03784	0.02168	0.97309	0.00784	0.00188	0.04196	0.02164	0.00313	0.95804	0.02164	0.00313	0.03669	0.01263	0.00239	0.96331	0.01263	0.00239	0.04317	0.01806	0.00286	0.00393	0.01713	0.02168
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	1	2229	2220	115	5.15926	1.99776	0.00224	0.00100	0.97970	0.00837	0.00194	0.03881	0.03182	0.00378	0.96119	0.03182	0.00378	0.02305	0.00997	0.00211	0.97695	0.00997	0.00211	0.03073	0.01772	0.00282	-0.01211	0.00861	0.00100
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	0	2229	2213	138	6.19112	3.09511	0.54122	0.01558	0.98026	0.00706	0.00178	0.03589	0.02419	0.00329	0.96411	0.02419	0.00329	0.02458	0.00975	0.00209	0.97542	0.00975	0.00209	0.02959	0.01430	0.00253	-0.01107	0.00897	0.01558
glutinosus_SG_Fresh	glutinosus	SG	Fresh	10	2229	2213	258	11.57470	1.99910	0.00090	0.00063	0.96074	0.01344	0.00246	0.06999	0.04649	0.00457	0.93001	0.04649	0.00457	0.04856	0.01844	0.00288	0.95144	0.01844	0.00288	0.06475	0.03278	0.00384	-0.00785	0.01666	0.00063
yonahlossee_SG_Blood	yonahlossee	SG	Blood	0	2212	2196	123	5.56058	2.69801	0.30225	0.01169	0.98214	0.00640	0.00170	0.03074	0.02147	0.00312	0.96926	0.02147	0.00312	0.02228	0.00891	0.00201	0.97772	0.00891	0.00201	0.02728	0.01349	0.00247	-0.00555	0.01157	0.01169
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	2	1037	1029	60	5.78592	1.30473	0.21207	0.01430	0.97686	0.00960	0.00304	0.03761	0.03044	0.00542	0.96239	0.03044	0.00542	0.02604	0.01127	0.00330	0.97396	0.01127	0.00330	0.04179	0.03129	0.00549	0.00627	0.00985	0.01430
glutinosus_SG_FFS	glutinosus	SG	FFS	0	1629	1620	93	5.70902	1.37692	0.23500	0.01201	0.97683	0.00971	0.00244	0.04512	0.03774	0.00481	0.95488	0.03774	0.00481	0.02586	0.01126	0.00263	0.97414	0.01126	0.00263	0.04430	0.03562	0.00468	-0.00123	0.00246	0.01201
