Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	32	25107	24962	3133	12.47859	4.15753	0.45368	0.00425	0.96069	0.01337	0.00073	0.07430	0.04942	0.00140	0.92570	0.04942	0.00140	0.04877	0.01834	0.00085	0.95123	0.01834	0.00085	0.05529	0.02361	0.00097	-0.03513	0.02409	0.00425
glutinosus_SG_Fresh	glutinosus	SG	Fresh	79	25106	24962	3693	14.70963	1.86991	0.11317	0.00212	0.94480	0.01996	0.00089	0.10573	0.07620	0.00174	0.89427	0.07620	0.00174	0.06437	0.02460	0.00099	0.93563	0.02460	0.00099	0.08935	0.04899	0.00140	-0.02458	0.01868	0.00212
yonahlossee_SG_Blood	yonahlossee	SG	Blood	9	24622	24480	2571	10.44188	2.16928	0.53866	0.00468	0.96371	0.01314	0.00073	0.06835	0.04856	0.00140	0.93165	0.04856	0.00140	0.04367	0.01712	0.00083	0.95633	0.01712	0.00083	0.05699	0.03054	0.00111	-0.01891	0.01482	0.00468
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	4	11459	11394	1062	9.26782	1.27550	0.19962	0.00417	0.96239	0.01521	0.00115	0.07095	0.05719	0.00223	0.92905	0.05719	0.00223	0.04198	0.01759	0.00124	0.95802	0.01759	0.00124	0.07115	0.05465	0.00218	0.00031	0.00626	0.00417
glutinosus_SG_FFS	glutinosus	SG	FFS	17	18701	18612	2387	12.76402	2.79039	3.08921	0.01285	0.96215	0.01253	0.00082	0.06435	0.04056	0.00147	0.93565	0.04056	0.00147	0.04778	0.01732	0.00096	0.95222	0.01732	0.00096	0.06399	0.03523	0.00137	-0.00117	0.01649	0.01285
welleri_IGG_FFS	welleri	IGG	FFS	4258	24648	24525	2712	11.00292	2.92267	0.10592	0.00207	0.96202	0.01399	0.00075	0.07299	0.05334	0.00147	0.92701	0.05334	0.00147	0.04509	0.01750	0.00084	0.95491	0.01750	0.00084	0.05513	0.02658	0.00104	-0.03010	0.02137	0.00207
cinereus_IGG_FFS	cinereus	IGG	FFS	122	24461	24323	4339	17.73844	7.34218	2.19231	0.00947	0.96159	0.01095	0.00067	0.07052	0.03810	0.00125	0.92948	0.03810	0.00125	0.05197	0.01639	0.00082	0.94803	0.01639	0.00082	0.05637	0.01952	0.00089	-0.02842	0.02274	0.00947
cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	36	23746	23610	2168	9.12996	1.71001	0.20590	0.00294	0.96562	0.01319	0.00075	0.06578	0.05019	0.00145	0.93422	0.05019	0.00145	0.04002	0.01630	0.00083	0.95998	0.01630	0.00083	0.05747	0.03537	0.00122	-0.01247	0.01056	0.00294
cinereus_SG_FFS	cinereus	SG	FFS	318	24463	24326	2901	11.85873	4.38528	2.09630	0.00926	0.96576	0.01133	0.00068	0.06265	0.03977	0.00128	0.93735	0.03977	0.00128	0.04348	0.01585	0.00080	0.95652	0.01585	0.00080	0.05025	0.02158	0.00094	-0.02290	0.01990	0.00926
cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	113	24735	24592	2735	11.05721	3.50362	0.67193	0.00521	0.96494	0.01227	0.00070	0.06750	0.04676	0.00137	0.93250	0.04676	0.00137	0.04311	0.01632	0.00081	0.95689	0.01632	0.00081	0.05168	0.02426	0.00099	-0.02826	0.01963	0.00521
montanus_SG_Fresh	montanus	SG	Fresh	278	25077	24934	3240	12.92021	3.86434	0.16520	0.00257	0.95546	0.01624	0.00080	0.08448	0.06087	0.00156	0.91552	0.06087	0.00156	0.05264	0.02025	0.00090	0.94736	0.02025	0.00090	0.06049	0.02677	0.00103	-0.04293	0.03192	0.00257
yonahlossee_SG_FFS	yonahlossee	SG	FFS	9	24699	24560	2095	8.48212	1.40969	0.58277	0.00486	0.96231	0.01635	0.00081	0.07453	0.06461	0.00162	0.92547	0.06461	0.00162	0.03985	0.01749	0.00084	0.96015	0.01749	0.00084	0.07241	0.06120	0.00157	-0.00348	0.00283	0.00486
montanus_IGG_Fresh	montanus	IGG	Fresh	77	24590	24451	2422	9.84953	1.42436	0.24429	0.00315	0.95918	0.01664	0.00082	0.07965	0.06488	0.00162	0.92035	0.06488	0.00162	0.04503	0.01891	0.00088	0.95497	0.01891	0.00088	0.07345	0.05417	0.00148	-0.00929	0.00755	0.00315
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	9	25066	24921	2486	9.91782	2.31186	0.27956	0.00334	0.96274	0.01427	0.00075	0.07240	0.05522	0.00148	0.92760	0.05522	0.00148	0.04320	0.01751	0.00084	0.95680	0.01751	0.00084	0.05671	0.03075	0.00111	-0.02467	0.01504	0.00334
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	18	25110	24965	3363	13.39307	3.85169	0.14336	0.00239	0.95820	0.01420	0.00075	0.08007	0.05345	0.00146	0.91993	0.05345	0.00146	0.05171	0.01907	0.00087	0.94829	0.01907	0.00087	0.05935	0.02513	0.00100	-0.03746	0.02494	0.00239
