Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	0	3074	3042	188	6.11581	1.46942	0.24915	0.00900	0.97479	0.01063	0.00186	0.04815	0.04047	0.00363	0.95185	0.04047	0.00363	0.02790	0.01217	0.00199	0.97210	0.01217	0.00199	0.04446	0.03315	0.00328	-0.00553	0.00615	0.00900
montanus_SG_Fresh	montanus	SG	Fresh	38	4202	4152	345	8.21038	2.99738	0.00499	0.00109	0.97101	0.01098	0.00162	0.05228	0.03861	0.00303	0.94772	0.03861	0.00303	0.03436	0.01392	0.00182	0.96564	0.01392	0.00182	0.04123	0.02005	0.00218	-0.01855	0.01859	0.00109
yonahlossee_SG_FFS	yonahlossee	SG	FFS	4	4202	4152	303	7.21085	2.08187	0.15278	0.00603	0.97246	0.01095	0.00161	0.05254	0.04160	0.00315	0.94746	0.04160	0.00315	0.03167	0.01329	0.00178	0.96833	0.01329	0.00178	0.04187	0.02341	0.00236	-0.01631	0.01162	0.00603
montanus_IGG_Fresh	montanus	IGG	Fresh	26	4201	4151	363	8.64080	2.93049	0.06564	0.00395	0.97013	0.01107	0.00162	0.05483	0.03988	0.00308	0.94517	0.03988	0.00308	0.03582	0.01431	0.00185	0.96418	0.01431	0.00185	0.04342	0.02105	0.00224	-0.01925	0.01790	0.00395
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	1	4196	4146	340	8.10296	2.88370	0.11949	0.00534	0.97065	0.01137	0.00165	0.05609	0.04281	0.00319	0.94391	0.04281	0.00319	0.03424	0.01399	0.00183	0.96576	0.01399	0.00183	0.04185	0.02107	0.00224	-0.02392	0.01667	0.00534
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	9	4203	4153	667	15.86962	5.91411	1.01333	0.01553	0.96585	0.00997	0.00154	0.06306	0.03456	0.00287	0.93694	0.03456	0.00287	0.04603	0.01461	0.00186	0.95397	0.01461	0.00186	0.05029	0.01741	0.00204	-0.02456	0.01903	0.01553
glutinosus_SG_Blood	glutinosus	SG	Blood	30	4197	4147	598	14.24827	2.30021	0.67915	0.01272	0.95408	0.01520	0.00190	0.07853	0.04981	0.00344	0.92147	0.04981	0.00344	0.05722	0.02080	0.00223	0.94278	0.02080	0.00223	0.07682	0.04023	0.00310	-0.00206	0.02025	0.01272
montanus_SG_FFS	montanus	SG	FFS	4	3033	3005	207	6.82493	1.93933	1.12297	0.01924	0.97634	0.00900	0.00172	0.04403	0.03315	0.00331	0.95597	0.03315	0.00331	0.02821	0.01148	0.00195	0.97179	0.01148	0.00195	0.04015	0.02570	0.00291	-0.00674	0.00850	0.01924
montanus_IGG_FFS	montanus	IGG	FFS	4	3561	3519	301	8.45268	2.89610	2.93358	0.02870	0.97382	0.00944	0.00163	0.04694	0.03214	0.00300	0.95306	0.03214	0.00300	0.03212	0.01237	0.00186	0.96788	0.01237	0.00186	0.04181	0.02331	0.00256	-0.00882	0.01099	0.02870
cinereus_IGG_Blood	cinereus	IGG	Blood	20	4105	4055	494	12.03410	3.18392	0.94789	0.01520	0.96661	0.01037	0.00159	0.05412	0.03131	0.00276	0.94588	0.03131	0.00276	0.04382	0.01545	0.00194	0.95618	0.01545	0.00194	0.05341	0.02395	0.00242	-0.00011	0.02071	0.01520
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	1	4199	4149	260	6.19195	1.21219	0.16721	0.00631	0.97261	0.01205	0.00169	0.05311	0.04673	0.00334	0.94689	0.04673	0.00334	0.02917	0.01307	0.00176	0.97083	0.01307	0.00176	0.05152	0.04313	0.00321	-0.00238	0.00369	0.00631
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	2	4144	4040	290	6.99807	1.82336	0.14547	0.00592	0.97207	0.01142	0.00166	0.05417	0.04419	0.00327	0.94583	0.04419	0.00327	0.03146	0.01342	0.00180	0.96854	0.01342	0.00180	0.04283	0.02526	0.00247	-0.01701	0.01075	0.00592
glutinosus_SG_Fresh	glutinosus	SG	Fresh	15	4200	4095	574	13.66667	1.99690	0.00309	0.00086	0.95125	0.01711	0.00202	0.08917	0.06165	0.00383	0.91083	0.06165	0.00383	0.05854	0.02218	0.00230	0.94146	0.02218	0.00230	0.07813	0.03955	0.00307	-0.01655	0.02050	0.00086
yonahlossee_SG_Blood	yonahlossee	SG	Blood	1	4190	4085	327	7.80430	2.53986	0.38359	0.00957	0.97275	0.01016	0.00156	0.05044	0.03646	0.00295	0.94956	0.03646	0.00295	0.03270	0.01323	0.00178	0.96730	0.01323	0.00178	0.04070	0.02079	0.00223	-0.01618	0.01309	0.00957
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	2	1390	1353	84	6.04317	1.19496	0.15707	0.01063	0.97464	0.01083	0.00279	0.04784	0.04073	0.00541	0.95216	0.04073	0.00541	0.02779	0.01222	0.00297	0.97221	0.01222	0.00297	0.04832	0.03956	0.00533	0.00072	0.00396	0.01063
glutinosus_SG_FFS	glutinosus	SG	FFS	1	2067	2028	146	7.06338	1.77649	1.32466	0.02532	0.97660	0.00863	0.00204	0.03861	0.02778	0.00367	0.96139	0.02778	0.00367	0.02845	0.01141	0.00235	0.97155	0.01141	0.00235	0.04115	0.02697	0.00361	0.00443	0.01083	0.02532
welleri_IGG_FFS	welleri	IGG	FFS	659	3791	3742	346	9.12688	1.74624	0.18942	0.00707	0.96479	0.01377	0.00191	0.06911	0.05393	0.00377	0.93089	0.05393	0.00377	0.04042	0.01663	0.00209	0.95958	0.01663	0.00209	0.05909	0.03762	0.00315	-0.01504	0.00927	0.00707
cinereus_IGG_FFS	cinereus	IGG	FFS	65	4054	3956	694	17.11889	6.83251	4.46071	0.03317	0.96550	0.00920	0.00151	0.05912	0.02870	0.00266	0.94088	0.02870	0.00266	0.04822	0.01467	0.00190	0.95178	0.01467	0.00190	0.05261	0.01768	0.00209	-0.01256	0.02040	0.03317
cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	32	3983	3885	265	6.65328	1.52297	0.24953	0.00792	0.97320	0.01107	0.00167	0.05260	0.04338	0.00330	0.94740	0.04338	0.00330	0.03003	0.01291	0.00180	0.96997	0.01291	0.00180	0.04691	0.03379	0.00291	-0.00854	0.00570	0.00792
cinereus_SG_FFS	cinereus	SG	FFS	67	4021	3924	468	11.63890	3.84531	2.25467	0.02368	0.96852	0.01002	0.00158	0.05522	0.03330	0.00288	0.94478	0.03330	0.00288	0.04094	0.01450	0.00190	0.95906	0.01450	0.00190	0.04820	0.02052	0.00226	-0.01214	0.01817	0.02368
