Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
glutinosus_SG_FFS	glutinosus	SG	FFS	0	0	0	0	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan
welleri_IGG_FFS	welleri	IGG	FFS	6	33	33	4	12.12121	5.33333	0.66667	0.14213	0.98308	0.00224	0.00824	0.01364	0.00301	0.00955	0.98636	0.00301	0.00955	0.02892	0.00647	0.01400	0.97108	0.00647	0.01400	0.03200	0.00789	0.01546	0.06061	0.05871	0.14213
cinereus_IGG_FFS	cinereus	IGG	FFS	5	28	28	6	21.42857	5.28571	0.65608	0.15307	0.97262	0.00319	0.01068	0.03095	0.00666	0.01542	0.96905	0.00666	0.01542	0.04710	0.00920	0.01813	0.95290	0.00920	0.01813	0.05152	0.01099	0.01981	0.06786	0.06967	0.15307
cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	0	33	33	1	3.03030	2.81818	0.21591	0.08089	0.98485	0.00758	0.01515	0.03030	0.03030	0.03030	0.96970	0.03030	0.03030	0.01515	0.00758	0.01515	0.98485	0.00758	0.01515	0.01818	0.01091	0.01818	-0.02020	0.01347	0.08089
cinereus_SG_FFS	cinereus	SG	FFS	0	28	28	0	0.00000	1.53571	0.25794	0.09598	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09598
cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	0	32	32	2	6.25000	2.90625	0.92641	0.17015	0.97917	0.00851	0.01631	0.04167	0.03405	0.03262	0.95833	0.03405	0.03262	0.02431	0.00994	0.01763	0.97569	0.00994	0.01763	0.02917	0.01432	0.02115	-0.02083	0.01389	0.17015
montanus_SG_Fresh	montanus	SG	Fresh	0	33	33	4	12.12121	3.00000	0.00000	0.00000	0.95455	0.01783	0.02325	0.07071	0.04693	0.03771	0.92929	0.04693	0.03771	0.05219	0.02140	0.02547	0.94781	0.02140	0.02547	0.06263	0.03082	0.03056	-0.01431	0.02180	0.00000
yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	33	33	3	9.09091	1.18182	0.15341	0.06818	0.95455	0.02131	0.02541	0.09091	0.08523	0.05082	0.90909	0.08523	0.05082	0.04545	0.02131	0.02541	0.95455	0.02131	0.02541	0.09091	0.08523	0.05082	0.00000	0.00000	0.06818
montanus_IGG_Fresh	montanus	IGG	Fresh	0	33	33	3	9.09091	2.42424	0.25189	0.08737	0.97222	0.00984	0.01727	0.03535	0.01347	0.02020	0.96465	0.01347	0.02020	0.03493	0.01336	0.02012	0.96507	0.01336	0.02012	0.04343	0.02059	0.02498	0.01347	0.00599	0.08737
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	0	33	33	5	15.15152	4.48485	1.32008	0.20001	0.93687	0.02562	0.02786	0.12626	0.10248	0.05573	0.87374	0.10248	0.05573	0.06860	0.02838	0.02933	0.93140	0.02838	0.02933	0.07576	0.03423	0.03221	-0.09307	0.06637	0.20001
yonahlossee_IGG_Blood	yonahlossee	IGG	Blood	0	33	33	5	15.15152	1.60606	0.24621	0.08638	0.92424	0.03314	0.03169	0.15152	0.13258	0.06338	0.84848	0.13258	0.06338	0.07576	0.03314	0.03169	0.92424	0.03314	0.03169	0.15152	0.13258	0.06338	0.00000	0.00000	0.08638
glutinosus_SG_Blood	glutinosus	SG	Blood	0	33	33	6	18.18182	4.15152	0.38258	0.10767	0.94924	0.01334	0.02011	0.10152	0.05336	0.04021	0.89848	0.05336	0.04021	0.07049	0.02441	0.02719	0.92951	0.02441	0.02719	0.08016	0.03155	0.03092	-0.04300	0.01238	0.10767
montanus_SG_FFS	montanus	SG	FFS	0	29	29	2	6.89655	2.55172	0.82759	0.16893	0.97414	0.01047	0.01900	0.05172	0.04187	0.03800	0.94828	0.04187	0.03800	0.03017	0.01301	0.02118	0.96983	0.01301	0.02118	0.04023	0.02313	0.02824	-0.01724	0.00862	0.16893
montanus_IGG_FFS	montanus	IGG	FFS	0	30	30	4	13.33333	2.60000	1.83448	0.24728	0.95000	0.01897	0.02514	0.07778	0.04930	0.04054	0.92222	0.04930	0.04054	0.05833	0.02342	0.02794	0.94167	0.02342	0.02794	0.07556	0.03908	0.03609	-0.00185	0.01543	0.24728
cinereus_IGG_Blood	cinereus	IGG	Blood	0	0	0	0	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan	nan	-0.00000	nan
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	0	33	33	4	12.12121	2.00000	0.00000	0.00000	0.94697	0.02249	0.02611	0.10606	0.08996	0.05221	0.89394	0.08996	0.05221	0.05682	0.02450	0.02725	0.94318	0.02450	0.02725	0.07576	0.04356	0.03633	-0.04545	0.02131	0.00000
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	0	33	33	5	15.15152	1.93939	0.62121	0.13720	0.93939	0.02356	0.02672	0.12121	0.09422	0.05343	0.87879	0.09422	0.05343	0.06818	0.02743	0.02883	0.93182	0.02743	0.02883	0.09091	0.04877	0.03844	-0.04545	0.02131	0.13720
glutinosus_SG_Fresh	glutinosus	SG	Fresh	0	33	33	5	15.15152	1.93939	0.05871	0.04218	0.95455	0.01349	0.02022	0.09091	0.05398	0.04044	0.90909	0.05398	0.04044	0.06061	0.02160	0.02559	0.93939	0.02160	0.02559	0.08081	0.03840	0.03411	-0.01515	0.00758	0.04218
yonahlossee_SG_Blood	yonahlossee	SG	Blood	0	33	33	5	15.15152	2.18182	0.46591	0.11882	0.93687	0.02475	0.02739	0.12626	0.09901	0.05478	0.87374	0.09901	0.05478	0.07029	0.02891	0.02960	0.92971	0.02891	0.02960	0.09192	0.04965	0.03879	-0.05303	0.02249	0.11882
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	0	33	33	1	3.03030	1.00000	0.00000	0.00000	0.98485	0.00758	0.01515	0.03030	0.03030	0.03030	0.96970	0.03030	0.03030	0.01515	0.00758	0.01515	0.98485	0.00758	0.01515	0.03030	0.03030	0.03030	0.00000	0.00000	0.00000
glutinosus_SG_FFS	glutinosus	SG	FFS	0	12	12	0	0.00000	1.16667	0.15152	0.11237	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.11237
welleri_IGG_FFS	welleri	IGG	FFS	7	33	33	2	6.06061	1.75758	0.18939	0.07576	0.97727	0.00923	0.01673	0.04545	0.03693	0.03345	0.95455	0.03693	0.03345	0.02652	0.01148	0.01865	0.97348	0.01148	0.01865	0.04545	0.03693	0.03345	0.00000	0.00000	0.07576
cinereus_IGG_FFS	cinereus	IGG	FFS	1	27	27	2	7.40741	1.62963	0.24217	0.09471	0.98148	0.00445	0.01284	0.03704	0.01781	0.02568	0.96296	0.01781	0.02568	0.02778	0.01002	0.01926	0.97222	0.01002	0.01926	0.03704	0.01781	0.02568	0.00000	0.00000	0.09471
cylindraceus_IGG_Fresh	cylindraceus	IGG	Fresh	0	33	33	1	3.03030	2.36364	0.36364	0.10497	0.98990	0.00337	0.01010	0.02020	0.01347	0.02020	0.97980	0.01347	0.02020	0.01347	0.00599	0.01347	0.98653	0.00599	0.01347	0.01616	0.00862	0.01616	-0.00758	0.00189	0.10497
cinereus_SG_FFS	cinereus	SG	FFS	0	24	24	0	0.00000	3.70833	3.34601	0.37339	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.37339
cylindraceus_IGG_FFS	cylindraceus	IGG	FFS	0	31	31	2	6.45161	2.61290	0.31183	0.10029	0.97849	0.00878	0.01683	0.04301	0.03513	0.03366	0.95699	0.03513	0.03366	0.02509	0.01025	0.01819	0.97491	0.01025	0.01819	0.03011	0.01477	0.02183	-0.02151	0.01434	0.10029
montanus_SG_Fresh	montanus	SG	Fresh	0	33	33	4	12.12121	6.96970	0.03030	0.03030	0.96537	0.01216	0.01919	0.06061	0.03958	0.03463	0.93939	0.03958	0.03463	0.04329	0.01656	0.02240	0.95671	0.01656	0.02240	0.04662	0.01921	0.02413	-0.02744	0.02377	0.03030
yonahlossee_SG_FFS	yonahlossee	SG	FFS	0	33	33	5	15.15152	2.18182	0.15341	0.06818	0.93182	0.02841	0.02934	0.10606	0.08996	0.05221	0.89394	0.08996	0.05221	0.07197	0.03030	0.03030	0.92803	0.03030	0.03030	0.09596	0.05387	0.04040	-0.01515	0.05445	0.06818
montanus_IGG_Fresh	montanus	IGG	Fresh	1	33	33	4	12.12121	3.42424	0.25189	0.08737	0.95707	0.01655	0.02239	0.05051	0.01994	0.02458	0.94949	0.01994	0.02458	0.05008	0.01984	0.02452	0.94992	0.01984	0.02452	0.05859	0.02713	0.02867	0.01221	0.00738	0.08737
yonahlossee_IGG_FFS	yonahlossee	IGG	FFS	0	33	33	5	15.15152	4.75758	0.68939	0.14454	0.93813	0.02540	0.02775	0.12374	0.10162	0.05549	0.87626	0.10162	0.05549	0.06681	0.02771	0.02898	0.93319	0.02771	0.02898	0.07323	0.03310	0.03167	-0.09307	0.06637	0.14454
